	gi|410491675|ref|YP_006906897.1|	gi|410491180|ref|YP_006906402.1|	gi|410491776|ref|YP_006906998.1|	gi|410490805|ref|YP_006906027.1|	gi|410491319|ref|YP_006906541.1|	gi|410491862|ref|YP_006907130.1|	gi|410491366|ref|YP_006906588.1|	gi|410491551|ref|YP_006906773.1|	gi|410507466|ref|YP_006907084.1|	gi|410491272|ref|YP_006906494.1|	gi|713322753|ref|YP_009102368.1|	gi|422934581|ref|YP_007004542.1|	gi|712914998|ref|YP_009102635.1|	gi|713322464|ref|YP_009098548.1|	gi|431811068|ref|YP_007238135.1|	gi|9634120|ref|NP_037662.1|	gi|9634165|ref|NP_037697.1|	gi|356870678|ref|YP_004934108.1|	gi|401817591|ref|YP_006590033.1|	gi|30387380|ref|NP_848209.1|	gi|155370097|ref|YP_512255.2|	gi|418487632|ref|YP_007001972.1|	gi|414088503|ref|YP_006988681.1|	gi|414089191|ref|YP_006989359.1|	gi|414088030|ref|YP_006988213.1|	gi|414089560|ref|YP_006989712.1|	gi|414088836|ref|YP_006989009.1|	gi|414089910|ref|YP_006990057.1|	gi|658607725|ref|YP_009044728.1|	gi|399528545|ref|YP_006560467.1|	gi|658607992|ref|YP_009044962.1|	gi|472437228|ref|YP_007676639.1|	gi|658607314|ref|YP_009044305.1|	gi|472438189|ref|YP_007677968.1|	gi|658607773|ref|YP_009044771.1|	gi|658607897|ref|YP_009044882.1|	gi|658607945|ref|YP_009044923.1|	gi|658607213|ref|YP_009044218.1|	gi|115315629|ref|YP_764315.1|	gi|9629654|ref|NP_044947.1|	gi|194097522|ref|YP_002003989.1|	gi|115315573|ref|YP_764260.1|	gi|115304211|ref|YP_762512.1|	gi|422934279|ref|YP_007004320.1|	gi|51236745|ref|YP_063714.1|	gi|24371584|ref|NP_720325.1|	gi|389060536|ref|YP_006383887.1|	gi|422934327|ref|YP_007004361.1|	gi|392972711|ref|YP_006488671.1|	gi|589892714|ref|YP_009009150.1|	gi|526003597|ref|YP_008239542.1|	gi|239507397|ref|YP_002939708.1|	gi|658310460|ref|YP_009042650.1|	gi|712916121|ref|YP_009103886.1|	gi|225626398|ref|YP_002727893.1|	gi|589287155|ref|YP_009008899.1|	gi|327198110|ref|YP_004306640.1|	gi|589893044|ref|YP_009004371.1|	gi|21716107|ref|NP_663670.1|	gi|658608066|ref|YP_009045030.1|	gi|526244907|ref|YP_008320235.1|	gi|589286628|ref|YP_009006566.1|	gi|589286244|ref|YP_009005233.1|	gi|56694901|ref|YP_164411.1|	gi|197261558|ref|YP_002154373.1|	gi|712912424|ref|YP_009099335.1|	gi|31544027|ref|NP_852752.1|	gi|327198524|ref|YP_004327111.1|	gi|571798129|ref|YP_008770508.1|	gi|568191533|ref|YP_008771319.1|	gi|56692920|ref|YP_164302.1|	gi|431809885|ref|YP_007236774.1|	gi|401723040|ref|YP_006589958.1|	gi|388570782|ref|YP_006383765.1|	gi|423262378|ref|YP_007010971.1|	gi|410490644|ref|YP_006905866.1|	gi|658311423|ref|YP_009044178.1|	gi|658608195|ref|YP_009045152.1|	gi|431810359|ref|YP_007237241.1|	gi|414090228|ref|YP_006990345.1|	gi|238801894|ref|YP_002925097.1|	gi|66391761|ref|YP_238485.1|	gi|273809772|ref|YP_003344847.1|	gi|118430761|ref|YP_873986.1|	gi|526178059|ref|YP_008241884.1|	gi|388570350|ref|YP_006382290.1|	gi|189427163|ref|YP_001949839.1|	gi|215401205|ref|YP_002332510.1|	gi|431809503|ref|YP_007236397.1|	gi|157311160|ref|YP_001469205.1|	gi|16798784|ref|NP_463462.1|	gi|658607661|ref|YP_009044672.1|	gi|90592609|ref|YP_529869.1|	gi|23455798|ref|NP_695171.1|	gi|589286245|ref|YP_009005234.1|	gi|62909765|ref|YP_227604.1|	gi|560185958|ref|YP_008853724.1|	gi|593779760|ref|YP_009017588.1|	gi|23505446|ref|NP_700374.1|	gi|418489384|ref|YP_007003201.1|	gi|77999989|ref|YP_358759.1|	gi|48697259|ref|YP_025026.1|	gi|219563198|ref|YP_002455790.1|	gi|281416386|ref|YP_003347410.1|	gi|9632896|ref|NP_049925.1|	gi|418489801|ref|YP_007003553.1|	gi|30089891|ref|NP_839921.1|	gi|589893763|ref|YP_009010472.1|	gi|281416464|ref|YP_003347384.1|	gi|589286873|ref|YP_009007068.1|	gi|418487841|ref|YP_007002072.1|	gi|418487691|ref|YP_007002014.1|	gi|62362370|ref|YP_224235.1|	gi|389060403|ref|YP_006383610.1|	gi|422935503|ref|YP_007005399.1|	gi|81343947|ref|YP_398963.1|	gi|45686308|ref|YP_003891.1|	gi|330858470|ref|YP_004414845.1|	gi|712912864|ref|YP_009099719.1|	gi|399529107|ref|YP_006561152.1|	gi|422936742|ref|YP_007007009.1|	gi|526176468|ref|YP_008240294.1|	gi|414090193|ref|YP_006990310.1|	gi|41179311|ref|NP_958529.1|	gi|410491821|ref|YP_006907043.1|	gi|388604638|ref|YP_006382530.1|	gi|589287064|ref|YP_009007857.1|	gi|448260094|ref|YP_007237471.1|	gi|568191883|ref|YP_008771667.1|	gi|609216899|ref|YP_008770876.1|	gi|460042513|ref|YP_007517943.1|	gi|113200616|ref|YP_717779.1|	gi|557307673|ref|YP_008767000.1|	gi|557307849|ref|YP_008767172.1|	gi|392972774|ref|YP_006488733.1|	gi|643319056|ref|YP_009036372.1|	gi|41179239|ref|NP_958578.1|	gi|422935567|ref|YP_007005468.1|	gi|410491651|ref|YP_006906873.1|	gi|418487072|ref|YP_007001466.1|	gi|116222004|ref|YP_794059.1|	gi|589890684|ref|YP_009006539.1|	gi|167600488|ref|YP_001671987.1|	gi|557307465|ref|YP_008766810.1|	gi|563399074|ref|YP_008858919.1|	gi|563399591|ref|YP_008859431.1|	gi|356870601|ref|YP_004934031.1|	gi|526177162|ref|YP_008241011.1|	gi|526177519|ref|YP_008241351.1|	gi|526177094|ref|YP_008240947.1|	gi|589893826|ref|YP_009010711.1|	gi|526177931|ref|YP_008241758.1|	gi|13559865|ref|NP_112075.1|	gi|53793590|ref|YP_112490.1|	gi|658310639|ref|YP_009042880.1|	gi|658607525|ref|YP_009044543.1|	gi|9632419|ref|NP_049391.1|	gi|526178334|ref|YP_008242156.1|	gi|89152480|ref|YP_512311.1|	gi|85701380|ref|YP_459965.1|	gi|418489112|ref|YP_007002966.1|	gi|20065964|ref|NP_612830.1|	gi|215401145|ref|YP_002332400.1|	gi|509139913|ref|YP_008058799.1|	gi|156603993|ref|YP_001429939.1|	gi|12719429|ref|NP_075500.1|	gi|148727154|ref|YP_001285648.1|	gi|109289941|ref|YP_655473.1|	gi|525972259|ref|YP_008239783.1|	gi|589891998|ref|YP_009008365.1|	gi|431809797|ref|YP_007236687.1|	gi|460042902|ref|YP_007518356.1|	gi|281416253|ref|YP_003347602.1|	gi|658607811|ref|YP_009044802.1|	gi|126011093|ref|YP_001039918.1|	gi|90592638|ref|YP_529552.1|	gi|589892181|ref|YP_009008546.1|	gi|167832346|ref|YP_001686737.1|	gi|213163901|ref|YP_002321453.1|	gi|658307382|ref|YP_009043080.1|	gi|281416361|ref|YP_003347495.1|	gi|281416254|ref|YP_003347603.1|	gi|326536848|ref|YP_004306102.1|	gi|17488504|ref|NP_510982.1|	gi|422935795|ref|YP_007005694.1|	gi|712915294|ref|YP_009102786.1|	gi|389060323|ref|YP_006383454.1|	gi|333798108|ref|YP_004508379.1|	gi|134287336|ref|YP_001110719.1|	gi|209901238|ref|YP_002290877.1|	gi|414090366|ref|YP_006990479.1|
gi|215401145|ref|YP_002332400.1|	9.52	9.52	 14.29	 14.29	9.52	 14.29	9.52	 14.29	9.52	9.52	 15.79	 15.79	 15.79	 15.79	 21.88	 21.88	 21.88	 21.88	5.26	7.89	7.89	7.89	 11.54	 14.29	 14.29	 14.29	 14.29	 14.29	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 18.75	 18.75	 18.75	 18.75	 18.75	 13.04	 13.04	 13.04	 13.04	 15.69	 15.69	 36.84	 12.77	 12.77	 18.18	 18.60	 18.60	 18.60	 20.93	 20.93	5.00	0.00	0.00	7.69	7.69	 15.87	 10.00	 12.86	5.00	 12.50	 11.63	 11.63	 11.54	 13.79	 14.55	 11.76	0.00	 18.18	 18.75	 18.75	 10.00	 12.00	 12.00	 12.00	8.00	 10.34	 10.34	 10.34	8.00	8.33	7.14	8.11	3.70	7.41	 14.29	9.52	 17.86	 16.28	 20.00	 11.90	 13.95	 13.89	 13.64	 13.64	 13.04	 15.22	 15.22	 13.04	 10.87	 12.50	 14.63	 10.26	 12.50	 12.50	5.26	 33.33	0.00	0.00	0.00	0.00	5.13	5.13	 12.82	 12.82	 12.82	4.76	5.00	 12.50	6.25	 10.42	 11.90	 11.90	8.33	 21.62	0.00	0.00	 14.29	 15.00	 11.90	9.68	 12.96	 12.96	 12.96	 13.89	 15.79	 15.79	6.98	 14.29	6.82	2.56	2.56	2.56	9.30	 11.11	7.69	 13.51	0.00	0.00	 13.04	 20.43	 12.37	 12.37	 18.56	 27.62	100.00	100.00	100.00	 99.01	8.33	 10.26	 10.26	3.85	6.25	2.63	3.85	 11.90	 16.00	3.23	 10.71	8.82	 13.24	6.67	 19.28	 15.79	3.85	3.92	7.46	0.00	5.88	7.14	5.56	5.56	5.56
gi|509139913|ref|YP_008058799.1|	9.52	9.52	 14.29	 14.29	9.52	 14.29	9.52	 14.29	9.52	9.52	 15.79	 15.79	 15.79	 15.79	 21.88	 21.88	 21.88	 21.88	5.26	7.89	7.89	7.89	 11.54	 14.29	 14.29	 14.29	 14.29	 14.29	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 18.75	 18.75	 18.75	 18.75	 18.75	 13.04	 13.04	 13.04	 13.04	 15.69	 15.69	 36.84	 12.77	 12.77	 18.18	 18.60	 18.60	 18.60	 20.93	 20.93	5.00	0.00	0.00	7.69	7.69	 15.87	 10.00	 12.86	5.00	 12.50	 11.63	 11.63	 11.54	 13.79	 14.55	 11.76	0.00	 18.18	 18.75	 18.75	 10.00	 12.00	 12.00	 12.00	8.00	 10.34	 10.34	 10.34	8.00	8.33	7.14	8.11	3.70	7.41	 14.29	9.52	 17.86	 16.28	 20.00	 11.90	 13.95	 13.89	 13.64	 13.64	 13.04	 15.22	 15.22	 13.04	 10.87	 12.50	 14.63	 10.26	 12.50	 12.50	5.26	 33.33	0.00	0.00	0.00	0.00	5.13	5.13	 12.82	 12.82	 12.82	4.76	5.00	 12.50	6.25	 10.42	 11.90	 11.90	8.33	 21.62	0.00	0.00	 14.29	 15.00	 11.90	9.68	 12.96	 12.96	 12.96	 13.89	 15.79	 15.79	6.98	 14.29	6.82	2.56	2.56	2.56	9.30	 11.11	7.69	 13.51	0.00	0.00	 13.04	 20.43	 12.37	 12.37	 18.56	 27.62	100.00	100.00	100.00	 99.01	8.33	 10.26	 10.26	3.85	6.25	2.63	3.85	 11.90	 16.00	3.23	 10.71	8.82	 13.24	6.67	 19.28	 15.79	3.85	3.92	7.46	0.00	5.88	7.14	5.56	5.56	5.56
gi|156603993|ref|YP_001429939.1|	 11.11	 11.11	 16.67	 16.67	 11.11	 16.67	 11.11	 16.67	 11.11	 11.11	 15.79	 15.79	 15.79	 15.79	 21.88	 21.88	 21.88	 21.88	5.26	7.89	7.89	7.89	 11.54	 14.29	 14.29	 14.29	 14.29	 14.29	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 20.00	 20.00	 20.00	 20.00	 20.00	 13.64	 13.64	 13.64	 13.64	 15.69	 15.69	 36.84	 12.77	 12.77	 18.18	 18.60	 18.60	 18.60	 20.93	 20.93	5.00	0.00	0.00	8.70	8.70	 17.54	9.38	 12.50	5.41	 12.50	 11.63	 11.63	 11.54	 14.55	 15.38	 11.76	0.00	 18.18	 18.75	 18.75	 10.00	 12.00	 12.00	 12.00	8.00	 10.34	 10.34	 10.34	9.09	8.33	7.14	8.82	3.70	7.41	 14.29	9.52	 16.67	 16.28	 20.00	 11.90	 13.95	 13.89	 13.64	 13.64	 13.04	 15.22	 15.22	 13.04	 10.87	 12.82	 15.00	 10.53	 12.82	 12.82	5.41	 33.33	0.00	0.00	0.00	0.00	5.13	5.13	 12.82	 12.82	 12.82	4.76	5.26	 13.33	6.67	 10.64	 12.20	 12.20	8.33	 21.62	0.00	0.00	 14.29	 15.00	 12.20	9.68	 13.21	 13.21	 13.21	 13.89	 15.79	 15.79	6.98	 14.29	7.69	2.70	2.70	2.70	 10.81	 11.76	8.11	 14.29	0.00	0.00	 12.70	 19.32	 13.19	 13.19	 18.68	 28.28	100.00	100.00	100.00	 99.01	8.33	 10.26	 10.26	3.85	8.33	2.94	3.85	 11.11	 15.91	0.00	 12.50	8.06	 11.29	6.67	 19.28	 15.79	3.85	3.92	7.46	0.00	5.88	7.14	5.56	5.56	5.56
gi|12719429|ref|NP_075500.1|	11.11	 11.11	 16.67	 16.67	 11.11	 16.67	 11.11	 16.67	 11.11	 11.11	 15.79	 15.79	 15.79	 15.79	 21.88	 21.88	 21.88	 21.88	5.26	7.89	7.89	7.89	 11.54	 14.29	 14.29	 14.29	 14.29	 14.29	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 16.67	 20.00	 20.00	 20.00	 20.00	 20.00	 13.64	 13.64	 13.64	 13.64	 15.69	 15.69	 36.84	 12.77	 12.77	 18.18	 18.60	 18.60	 18.60	 20.93	 20.93	5.00	0.00	0.00	8.70	8.70	 17.54	9.38	 12.50	8.11	 12.50	 11.63	 11.63	 11.54	 14.55	 15.38	 11.76	0.00	 18.18	 18.75	 18.75	 10.00	 12.00	 12.00	 12.00	8.00	 10.34	 10.34	 10.34	9.09	8.33	7.14	8.82	3.70	7.41	 14.29	9.52	 16.67	 16.28	 20.00	 11.90	 13.95	 13.89	 13.64	 13.64	 13.04	 15.22	 15.22	 13.04	 10.87	 12.82	 15.00	 10.53	 12.82	 12.82	5.41	 33.33	0.00	0.00	0.00	0.00	5.13	5.13	 12.82	 12.82	 12.82	4.76	5.26	 13.33	6.67	 10.64	 12.20	 12.20	 11.11	 24.32	0.00	0.00	 14.29	 15.00	 12.20	9.68	 13.21	 13.21	 13.21	 13.89	 15.79	 15.79	6.98	 14.29	7.69	2.70	2.70	2.70	 10.81	 11.76	8.11	 14.29	0.00	0.00	 14.29	 19.32	 13.19	 13.19	 18.68	 28.28	 99.01	 99.01	 99.01	100.00	8.33	 10.26	 10.26	3.85	 16.67	5.88	3.85	 11.11	 15.91	0.00	 12.50	8.06	 11.29	6.67	 18.07	 15.79	3.85	3.92	7.46	0.00	5.88	8.57	5.56	5.56	5.56
gi|148727154|ref|YP_001285648.1|	 11.36	 11.36	 12.07	 12.07	 12.07	 12.07	 10.34	 12.07	 12.07	 12.07	 16.00	 15.00	 15.00	 15.00	 10.00	 10.00	 10.00	 10.00	6.78	 12.16	4.82	5.48	4.55	6.82	9.09	9.09	9.09	9.09	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	 11.63	6.25	6.25	6.25	6.25	6.25	7.50	6.41	6.41	6.41	 13.24	 13.24	 10.00	 10.94	 10.94	 16.39	 15.00	 15.00	 15.00	 13.33	 13.33	5.13	3.12	3.03	 12.63	 12.63	 10.10	 10.68	 11.76	8.33	6.98	3.17	3.17	 12.12	9.38	9.38	2.50	2.50	2.38	2.38	2.38	0.00	2.27	6.82	6.82	6.82	4.08	4.08	4.08	3.57	3.77	 11.11	9.30	 11.11	8.89	7.50	 10.26	 13.25	 15.71	 14.49	8.33	 12.16	 11.94	 13.51	 13.51	 10.53	 13.79	9.33	 10.81	8.00	9.09	 11.11	 13.16	9.09	9.09	 12.66	 10.98	7.32	 15.19	 12.35	 12.35	9.38	6.17	 11.39	 10.13	 10.13	 13.11	7.41	 10.00	 12.00	5.68	7.41	7.41	 14.29	8.89	 17.14	 17.14	6.58	8.00	9.26	2.78	2.88	2.88	2.88	5.41	0.00	0.00	0.00	0.00	 12.50	8.86	8.86	8.86	 13.41	 11.90	 14.46	 16.00	 11.11	 11.11	 10.78	 10.47	9.23	9.23	9.09	9.72	8.33	8.33	8.33	8.33	100.00	 23.61	 23.61	 25.00	 12.07	 10.08	 11.02	4.35	2.78	 16.49	 12.31	 11.25	 17.14	 16.67	 12.60	 17.65	 10.31	9.38	 11.11	7.27	 13.33	 11.20	 11.57	 11.57	 11.57
gi|109289941|ref|YP_655473.1|	 10.00	 10.00	9.43	9.43	9.43	9.43	7.55	9.43	9.43	9.43	6.90	4.55	4.55	4.55	 10.00	 10.00	 10.00	 10.00	 12.28	 11.11	 11.11	8.45	9.30	6.67	6.67	6.67	6.67	6.67	8.11	8.11	8.11	8.11	8.11	8.11	5.41	5.41	5.41	5.41	4.76	4.76	4.76	4.76	4.76	 12.05	 13.58	 12.35	 13.58	 12.50	 14.06	8.33	9.52	9.52	6.56	 14.75	 14.75	 14.75	9.84	9.84	8.70	2.56	2.50	 13.83	 13.83	 11.34	7.77	 11.43	 12.73	8.00	 13.33	 13.33	 12.50	 16.39	 13.11	 10.87	 10.87	 11.54	 11.54	 11.54	8.51	7.84	7.84	6.38	6.38	 13.21	 13.21	 13.21	5.66	6.00	 12.50	 12.77	 13.21	7.55	 12.50	 17.02	 10.96	6.25	6.25	7.81	7.46	8.96	 10.45	 10.45	4.41	7.84	6.06	 13.64	 13.43	 12.05	3.49	5.00	 13.92	 13.92	8.33	6.25	5.19	5.41	6.41	6.41	 11.96	8.86	 13.70	 10.96	 10.96	8.20	3.85	6.25	8.33	 11.39	9.46	9.46	 15.00	6.38	 11.43	 11.43	7.79	 10.39	9.80	5.88	 10.31	 10.31	 10.31	5.00	4.76	4.76	8.57	9.09	 13.68	9.46	 10.81	 10.81	 12.82	5.19	 13.70	8.70	6.90	6.90	5.94	2.56	 11.29	 11.29	4.76	7.94	 10.26	 10.26	 10.26	 10.26	 23.61	100.00	100.00	 32.37	 12.50	 11.82	 13.16	7.69	 13.04	 18.09	 13.33	 20.00	 13.59	8.33	 11.02	 13.64	 10.64	 13.11	 14.49	2.33	 13.91	 10.83	7.89	7.02	7.02
gi|525972259|ref|YP_008239783.1|	 10.00	 10.00	9.43	9.43	9.43	9.43	7.55	9.43	9.43	9.43	6.90	4.55	4.55	4.55	 10.00	 10.00	 10.00	 10.00	 12.28	 11.11	 11.11	8.45	9.30	6.67	6.67	6.67	6.67	6.67	8.11	8.11	8.11	8.11	8.11	8.11	5.41	5.41	5.41	5.41	4.76	4.76	4.76	4.76	4.76	 12.05	 13.58	 12.35	 13.58	 12.50	 14.06	8.33	9.52	9.52	6.56	 14.75	 14.75	 14.75	9.84	9.84	8.70	2.56	2.50	 13.83	 13.83	 11.34	7.77	 11.43	 12.73	8.00	 13.33	 13.33	 12.50	 16.39	 13.11	 10.87	 10.87	 11.54	 11.54	 11.54	8.51	7.84	7.84	6.38	6.38	 13.21	 13.21	 13.21	5.66	6.00	 12.50	 12.77	 13.21	7.55	 12.50	 17.02	 10.96	6.25	6.25	7.81	7.46	8.96	 10.45	 10.45	4.41	7.84	6.06	 13.64	 13.43	 12.05	3.49	5.00	 13.92	 13.92	8.33	6.25	5.19	5.41	6.41	6.41	 11.96	8.86	 13.70	 10.96	 10.96	8.20	3.85	6.25	8.33	 11.39	9.46	9.46	 15.00	6.38	 11.43	 11.43	7.79	 10.39	9.80	5.88	 10.31	 10.31	 10.31	5.00	4.76	4.76	8.57	9.09	 13.68	9.46	 10.81	 10.81	 12.82	5.19	 13.70	8.70	6.90	6.90	5.94	2.56	 11.29	 11.29	4.76	7.94	 10.26	 10.26	 10.26	 10.26	 23.61	100.00	100.00	 32.37	 12.50	 11.82	 13.16	7.69	 13.04	 18.09	 13.33	 20.00	 13.59	8.33	 11.02	 13.64	 10.64	 13.11	 14.49	2.33	 13.91	 10.83	7.89	7.02	7.02
gi|589891998|ref|YP_009008365.1|	3.03	3.03	2.17	2.17	2.17	2.17	0.00	2.17	2.17	2.17	5.56	6.06	6.06	6.06	6.25	6.25	6.25	6.25	 18.18	8.47	8.82	6.90	 14.71	 11.76	 11.76	 11.76	 11.76	 11.76	8.70	8.70	8.70	8.70	8.70	8.70	0.00	0.00	0.00	0.00	7.94	7.94	7.94	7.94	7.94	6.94	 11.43	 10.00	 11.43	4.17	4.17	0.00	6.38	6.38	6.67	6.67	6.67	6.67	4.44	4.44	5.71	3.33	3.23	8.86	8.86	6.10	9.20	9.30	2.38	7.69	4.35	4.35	4.08	2.13	4.26	8.33	5.56	5.41	5.41	5.41	 10.81	5.00	5.00	7.50	7.50	2.56	2.56	2.56	7.32	7.89	 13.51	5.13	5.26	2.63	8.33	5.71	 15.17	6.52	 12.50	6.25	 12.00	6.00	 10.20	 10.20	8.16	6.25	4.26	 10.64	6.25	 10.45	7.04	 10.61	 10.61	 10.61	6.94	8.97	5.33	6.94	7.89	7.89	6.94	3.39	5.36	3.57	3.57	5.08	6.12	8.70	 10.87	6.94	7.46	7.46	 14.29	3.12	 14.29	 14.29	3.08	3.08	5.49	0.00	2.47	2.47	2.47	3.23	9.38	9.38	7.14	3.70	 11.49	8.45	8.45	8.45	5.48	5.41	 11.43	 10.11	3.70	3.70	5.88	4.55	6.12	6.12	6.00	2.00	3.85	3.85	3.85	3.85	 25.00	 32.37	 32.37	100.00	1.82	 14.29	9.62	4.92	7.58	 16.30	9.84	 10.00	6.38	3.45	9.18	7.41	7.69	 11.11	 13.82	5.26	8.42	5.00	8.60	8.60	8.60
gi|431809797|ref|YP_007236687.1|	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-nan	6.67	6.67	6.67	 33.33	 33.33	 33.33	 33.33	 11.76	 16.13	7.32	6.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.84	9.84	8.20	8.20	8.20	2.17	6.52	6.52	6.52	0.00	0.00	-nan	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 14.29	7.14	7.14	7.55	7.55	5.77	5.17	5.17	8.00	7.14	5.56	5.56	9.52	7.41	3.70	 14.29	 14.29	6.67	7.14	7.14	 14.29	 21.43	 22.22	 22.22	 22.22	 14.29	 14.29	 14.29	 12.12	 10.00	 14.29	8.70	 21.43	 21.43	 14.29	 21.43	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 20.00	0.00	0.00	 20.00	0.00	4.55	7.32	2.38	2.86	2.86	2.04	 11.63	9.52	9.30	4.44	4.44	0.00	0.00	4.00	8.00	8.00	5.56	8.00	8.33	8.33	5.00	5.17	5.17	 50.00	 50.00	 10.00	 10.00	 11.32	 11.54	6.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	 33.33	 14.63	0.00	0.00	3.12	0.00	2.70	8.82	 12.50	4.17	4.17	8.11	3.23	 15.62	 15.62	6.06	9.09	6.25	6.25	8.33	 16.67	 12.07	 12.50	 12.50	1.82	100.00	 26.74	9.76	7.55	 11.32	9.59	 15.09	6.98	 13.64	 15.15	9.76	 50.00	9.76	 21.43	 13.64	 13.79	7.50	7.69	 10.00	 10.00	 10.00
gi|460042902|ref|YP_007518356.1|	7.69	7.69	5.26	5.26	5.26	5.26	5.26	5.26	5.26	5.26	0.00	0.00	0.00	0.00	 15.38	 11.54	 11.54	 11.54	8.33	3.66	4.35	4.88	 14.55	 10.91	 12.73	 12.73	 12.73	 12.73	6.25	6.25	6.25	6.25	6.25	6.25	8.33	8.33	8.33	8.33	9.89	8.79	9.89	9.89	 10.99	 11.11	 16.67	 14.81	 14.81	9.26	9.26	0.00	 14.89	 14.89	6.52	 11.11	 11.11	 11.11	 15.56	 15.56	9.52	6.45	6.45	 11.71	 11.71	9.91	 13.68	 14.53	 10.00	 10.94	9.33	9.33	 11.63	 19.57	 12.36	 10.94	9.68	7.58	7.69	7.69	 13.04	 16.95	 12.77	 12.77	 12.77	 13.56	 13.56	 13.56	 10.23	9.86	 19.05	7.69	9.84	9.84	 11.11	9.52	 11.81	3.33	7.41	6.56	9.23	 11.11	 11.54	 11.54	 14.29	6.45	 12.24	 14.58	 10.20	 14.49	6.85	9.09	4.00	4.00	9.26	2.94	 10.94	8.06	5.97	5.97	3.23	5.36	7.14	8.93	8.93	 12.33	 13.64	 10.77	 12.31	 15.00	 11.00	 11.00	8.00	8.00	4.55	4.55	 10.00	8.70	6.00	 13.89	9.28	9.28	9.28	 20.83	4.00	4.00	9.38	6.45	9.41	9.38	9.38	 10.94	7.14	 10.14	 12.50	9.64	9.52	9.52	 14.47	 12.77	 15.09	 15.09	 11.11	9.26	2.63	2.63	2.94	5.88	 10.08	 11.82	 11.82	 14.29	 26.74	100.00	7.69	 12.31	 12.70	9.48	 18.06	 18.95	 16.18	 20.63	 17.27	 26.32	 11.11	5.63	 15.45	8.57	 16.00	 13.40	 14.85	 15.84	 15.84
gi|281416253|ref|YP_003347602.1|	6.90	6.90	4.76	4.76	4.76	4.76	4.76	4.76	4.76	4.76	5.26	6.06	6.06	6.06	0.00	0.00	0.00	0.00	3.33	5.56	0.00	0.00	9.52	4.35	8.70	8.70	8.70	8.70	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	 10.53	5.56	5.56	8.33	8.33	8.33	8.82	8.96	 10.45	 10.45	5.26	7.89	5.26	 10.53	 10.53	8.33	 13.89	 13.89	 13.89	 11.11	 11.11	 12.50	6.25	6.25	 14.89	 14.89	 16.39	7.46	7.46	 10.00	0.00	6.25	6.25	 11.43	8.57	5.71	0.00	5.88	3.85	4.00	4.00	8.33	0.00	 10.53	 10.53	 10.53	0.00	0.00	0.00	8.00	8.33	4.35	0.00	 13.04	4.35	5.88	 17.65	8.05	6.67	3.33	3.45	3.33	6.67	3.33	3.33	6.67	 16.67	 16.67	 16.67	 16.67	5.36	 14.04	5.56	 10.91	 10.91	6.67	7.14	5.08	 10.17	7.02	7.02	6.78	4.08	6.12	8.16	8.16	 10.26	7.89	8.82	8.82	5.66	6.25	6.25	 19.23	 18.52	 13.73	 11.76	4.35	4.35	8.45	4.00	6.76	6.76	6.76	 14.29	 13.51	 13.51	 10.00	3.57	 10.87	 16.67	 16.67	 16.67	 13.16	 17.07	7.14	 11.11	 13.79	 13.79	7.81	 10.67	9.23	9.23	9.09	 10.45	3.85	3.85	3.85	3.85	 11.02	 13.16	 13.16	9.62	9.76	7.69	100.00	 22.97	 22.78	 16.90	6.67	9.80	 18.03	5.00	 23.08	 12.90	 10.71	 20.59	 21.00	 12.00	 16.92	 13.89	 12.50	 12.50	 12.50
