qgi	qlen	sgi	sacc	slen	pident	nident	bitscore	evalue	staxids	superkingdom	phylum	class	order	family	genus	species	queryDesc	hostTaxid	hostInfo	condensedHostInfo	hostSpecies	virusTaxid	virusInfo	hitProtDesc	hitOrgDesc	numberOfProteins	numberOfHomologousProteins	fractionOfHomologousProteins
gi|418489439|ref|YP_007003256.1|	68	950141924	WP_057194918	68	98.53	67	122.0	4e-34	1613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus fermentum	hypothetical protein	1591	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus sp.	Firmicutes Bacilli Lactobacillales	Lactobacillus sp.	947980	Lactobacillus phage LF1	CsbD family protein	Lactobacillus fermentum	57	51	0.8947368421052632
gi|56693057|ref|YP_164644.1|	144	1119646598	WP_072566898	148	70.95	105	212.0	2.9999999999999997e-67	1590	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	hypothetical protein LP65_gp009	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	DUF1642 domain-containing protein	Lactobacillus plantarum	165	67	0.4060606060606061
gi|56693090|ref|YP_164677.1|	337	503010665	WP_013245641	338	32.25	99	130.0	5e-31	1582	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei	hypothetical protein LP65_gp042	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	galactofuranosyltransferase	Lactobacillus casei	165	67	0.4060606060606061
gi|56693115|ref|YP_164702.1|	246	951377914	WP_057754094	214	53.88	118	238.0	5.999999999999999e-75	51664	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus dextrinicus	hypothetical protein LP65_gp067	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	deoxynucleoside kinase	Lactobacillus dextrinicus	165	67	0.4060606060606061
gi|56693131|ref|YP_164718.1|	256	918447480	WP_052498656	259	49.12	111	236.0	2.9999999999999995e-73	137591	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Weissella cibaria	hypothetical protein LP65_gp083	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	ribosyl nicotinamide transporter	Weissella cibaria	165	67	0.4060606060606061
gi|56693132|ref|YP_164719.1|	158	1100939878	WP_071451495	358	54.67	82	174.0	1e-49	1247	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Oenococcus	Oenococcus oeni	hypothetical protein LP65_gp084	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	adenylyltransferase, partial	Oenococcus oeni	165	67	0.4060606060606061
gi|56693133|ref|YP_164720.1|	213	806458193	WP_046124316	379	57.0	118	264.0	1.9999999999999997e-83	1358	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	hypothetical protein LP65_gp085	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	nicotinamide-nucleotide adenylyltransferase	Lactococcus lactis	165	67	0.4060606060606061
gi|56693134|ref|YP_164721.1|	177	1221832578	WP_089937669	174	36.26	62	111.0	6e-27	1855370	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae		Leuconostocaceae bacterium R-53105	hypothetical protein LP65_gp086	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	NUDIX hydrolase	Leuconostocaceae bacterium R-53105	165	67	0.4060606060606061
gi|56693136|ref|YP_164723.1|	464	1140779110	WP_076640105	440	40.96	188	289.0	2e-88	1590	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	hypothetical protein LP65_gp088	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	LysM peptidoglycan-binding domain-containing protein	Lactobacillus plantarum	165	67	0.4060606060606061
gi|56693137|ref|YP_164724.1|	127	1119636997	WP_072557462	124	56.3	67	122.0	1.9999999999999998e-32	1590	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum	hypothetical protein LP65_gp089	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	holin	Lactobacillus plantarum	165	67	0.4060606060606061
gi|56693138|ref|YP_164725.1|	1407	1196996366	WP_086413761	1203	29.77	354	469.0	9.999999999999998e-139	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	hypothetical protein LP65_gp090	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	DUF4815 domain-containing protein	Bacillus thuringiensis	165	67	0.4060606060606061
gi|56693140|ref|YP_164727.1|	556	1172669343	WP_080941956	769	56.82	304	614.0	0.0	1358	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	hypothetical protein LP65_gp092	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	DUF2479 domain-containing protein	Lactococcus lactis	165	67	0.4060606060606061
gi|56693144|ref|YP_164731.1|	125	921057910	WP_053072682	142	48.39	60	127.0	2e-34	1670446	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus herbarum	hypothetical protein LP65_gp096	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	DUF1617 domain-containing protein	Lactobacillus herbarum	165	67	0.4060606060606061
gi|56693157|ref|YP_164744.1|	514	1126827430	WP_075218478	470	40.74	198	333.0	1.9999999999999995e-104	1402	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	hypothetical protein LP65_gp109	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	capsid protein	Bacillus licheniformis	165	67	0.4060606060606061
gi|56693160|ref|YP_164747.1|	535	1126827432	WP_075218480	557	41.01	162	262.0	2.999999999999999e-76	1402	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	hypothetical protein LP65_gp112	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	phage portal protein	Bacillus licheniformis	165	67	0.4060606060606061
gi|56693161|ref|YP_164748.1|	488	506586335	WP_016052535	599	44.92	212	419.0	1.9999999999999996e-136	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	hypothetical protein LP65_gp113	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	terminase large subunit	Bacillus thuringiensis	165	67	0.4060606060606061
gi|56693163|ref|YP_164750.1|	91	506586335	WP_016052535	599	56.98	49	114.0	4e-27	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	hypothetical protein LP65_gp115	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	terminase large subunit	Bacillus thuringiensis	165	67	0.4060606060606061
gi|56693169|ref|YP_164756.1|	193	938885452	WP_054670700	220	40.98	84	105.0	2.9999999999999996e-24	931534	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus senioris	hypothetical protein LP65_gp121	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	LysM peptidoglycan-binding domain-containing protein	Lactobacillus senioris	165	67	0.4060606060606061
gi|56693170|ref|YP_164757.1|	165	1254140044	WP_097071946	192	53.79	78	151.0	2e-42	614648	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus xyleni	hypothetical protein LP65_gp122	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	phosphatidylglycerophosphatase A	Lysinibacillus xyleni	165	67	0.4060606060606061
gi|56693171|ref|YP_164758.1|	599	506586563	WP_016052763	589	27.3	166	210.0	5e-56	1428	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	hypothetical protein LP65_gp123	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	putative helicase 2	Bacillus thuringiensis	165	67	0.4060606060606061
gi|56693174|ref|YP_164761.1|	403	446058546	WP_000136401	181	41.18	56	80.9	3e-14	1279	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		hypothetical protein LP65_gp126	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	MULTISPECIES: endonuclease	Staphylococcus	165	67	0.4060606060606061
gi|56693180|ref|YP_164767.1|	236	1126827408	WP_075218456	246	35.12	85	153.0	1e-41	1402	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	hypothetical protein LP65_gp132	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	DUF2634 domain-containing protein	Bacillus licheniformis	165	67	0.4060606060606061
gi|56693182|ref|YP_164769.1|	1062	1126827415	WP_075218463	718	34.09	120	181.0	5.999999999999999e-44	1402	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus licheniformis	hypothetical protein LP65_gp134	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	NlpC/P60 family protein	Bacillus licheniformis	165	67	0.4060606060606061
gi|56693183|ref|YP_164770.1|	85	1179956167	WP_083478521	84	51.95	40	68.6	9.000000000000001e-13	82688	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus nagelii	hypothetical protein LP65_gp135	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	DUF3310 domain-containing protein	Lactobacillus nagelii	165	67	0.4060606060606061
gi|56693191|ref|YP_164778.1|	354	511754400	WP_016387997	241	54.95	100	199.0	6e-58	1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	hypothetical protein LP65_gp143	1590	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus plantarum	Firmicutes Bacilli Lactobacillales	Lactobacillus plantarum	298338	Lactobacillus phage LP65	phage protein	Lactobacillus paracasei	165	67	0.4060606060606061
gi|195661230|ref|YP_002117698.1|	118	491996256	WP_005712707	118	100.0	118	246.0	2.9999999999999994e-81	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		hypothetical protein Lrm1_gp30	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	496874	Lactobacillus phage Lrm1	MULTISPECIES: DUF771 domain-containing protein	Lactobacillus	54	52	0.9629629629629628
gi|195661241|ref|YP_002117709.1|	127	746073433	WP_039141112	127	96.85	123	254.0	1.9999999999999998e-84	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		hypothetical protein Lrm1_gp41	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	496874	Lactobacillus phage Lrm1	MULTISPECIES: DUF1064 domain-containing protein	Lactobacillus	54	52	0.9629629629629628
gi|195661244|ref|YP_002117712.1|	167	1119774123	WP_072672162	170	75.6	127	253.0	1e-82	1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paracasei	hypothetical protein Lrm1_gp44	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	496874	Lactobacillus phage Lrm1	DUF1642 domain-containing protein	Lactobacillus paracasei	54	52	0.9629629629629628
gi|195661249|ref|YP_002117717.1|	142	506525447	WP_015992527	142	100.0	142	296.0	9.999999999999998e-101	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		hypothetical protein Lrm1_gp49	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	496874	Lactobacillus phage Lrm1	MULTISPECIES: DUF1492 domain-containing protein	Lactobacillus	54	52	0.9629629629629628
gi|195661252|ref|YP_002117720.1|	108	1105008823	WP_071798304	108	81.48	88	194.0	2e-61	1582	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei	hypothetical protein Lrm1_gp52	47715	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus rhamnosus	Firmicutes Bacilli Lactobacillales	Lactobacillus rhamnosus	496874	Lactobacillus phage Lrm1	ribonucleoside-diphosphate reductase	Lactobacillus casei	54	52	0.9629629629629628
gi|219563214|ref|YP_002455806.1|	130	1325982325	WP_101850234	130	97.69	127	250.0	8.999999999999998e-83	109790	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	hypothetical protein Lv-1_gp17	109790	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus jensenii	Firmicutes Bacilli Lactobacillales	Lactobacillus jensenii	578234	Lactobacillus phage Lv-1	holin	Lactobacillus jensenii	47	45	0.9574468085106383
gi|219563228|ref|YP_002455820.1|	110	506528086	WP_015995115	110	100.0	110	228.0	1e-74	109790	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus jensenii	hypothetical protein Lv-1_gp31	109790	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus jensenii	Firmicutes Bacilli Lactobacillales	Lactobacillus jensenii	578234	Lactobacillus phage Lv-1	DUF771 domain-containing protein	Lactobacillus jensenii	47	45	0.9574468085106383
gi|9633003|ref|NP_050111.1|	294	1222035535	WP_090092952	361	41.24	120	174.0	1.9999999999999997e-47	1505723	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus bombicola	hypothetical protein phiadhp03	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	12417	Lactobacillus phage phiadh	SHOCT domain-containing protein	Lactobacillus bombicola	63	59	0.9365079365079364
gi|9633004|ref|NP_050112.1|	122	1199548908	WP_087285219	127	99.18	121	247.0	2e-81	33959	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	hypothetical protein phiadhp04	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	12417	Lactobacillus phage phiadh	ImmA/IrrE family metallo-endopeptidase	Lactobacillus johnsonii	63	59	0.9365079365079364
gi|9633025|ref|NP_050133.1|	112	1326031617	WP_101890555	112	73.21	82	170.0	9.999999999999999e-52	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein phiadhp25	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	12417	Lactobacillus phage phiadh	XRE family transcriptional regulator	Lactobacillus gasseri	63	59	0.9365079365079364
gi|9633035|ref|NP_050143.1|	90	1040952366	WP_065169462	117	70.33	64	131.0	1e-36	1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	hypothetical protein phiadhp35	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	12417	Lactobacillus phage phiadh	VRR-NUC domain-containing protein	Lactobacillus gasseri	63	59	0.9365079365079364
gi|9633038|ref|NP_050146.1|	170	1199548883	WP_087285194	170	92.35	157	335.0	9.999999999999999e-115	33959	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii	hypothetical protein phiadhp38	1596	root cellular organisms Bacteria Firmicutes Bacilli Lactobacillales Lactobacillaceae Lactobacillus Lactobacillus gasseri	Firmicutes Bacilli Lactobacillales	Lactobacillus gasseri	12417	Lactobacillus phage phiadh	HNH endonuclease	Lactobacillus johnsonii	63	59	0.9365079365079364
